Name,Active substance,Date of authorisation / refusal,Status,Therapeutic area,url
Pioglitazone Teva,pioglitazone hydrochloride,2012-03-26,Authorised,"Diabetes Mellitus, Type 2",index.jsp?curl=pages/medicines/human/medicines/002297/human_med_001521.jsp
Pioglitazone Teva Pharma,pioglitazone hydrochloride,2012-03-26,Authorised,"Diabetes Mellitus, Type 2",index.jsp?curl=pages/medicines/human/medicines/002410/human_med_001523.jsp
Pixuvri,pixantrone dimaleate,2012-05-10,Authorised,"Lymphoma, Non-Hodgkin",index.jsp?curl=pages/medicines/human/medicines/002055/human_med_001549.jsp
Plavix,clopidogrel hydrogen sulfate,1998-07-15,Authorised,Acute Coronary Syndrome  Atrial Fibrillation  Myocardial Infarction  Peripheral Vascular Diseases  Stroke,index.jsp?curl=pages/medicines/human/medicines/000174/human_med_000979.jsp
Plegridy,peginterferon beta-1a,2014-07-18,Authorised,Multiple Sclerosis,index.jsp?curl=pages/medicines/human/medicines/002827/human_med_001782.jsp
Plenadren,hydrocortisone,2011-11-03,Authorised,Adrenal Insufficiency,index.jsp?curl=pages/medicines/human/medicines/002185/human_med_001495.jsp
Portrazza,necitumumab,2016-02-15,Authorised,"Carcinoma, Non-Small-Cell Lung",index.jsp?curl=pages/medicines/human/medicines/003886/human_med_001953.jsp
Posaconazole SP,posaconazole,2005-10-25,Withdrawn,Aspergillosis  Candidiasis  Coccidioidomycosis  Mycoses,index.jsp?curl=pages/medicines/human/medicines/000611/human_med_000980.jsp
Possia,ticagrelor,2010-12-03,Withdrawn,Acute Coronary Syndrome  Peripheral Vascular Diseases,index.jsp?curl=pages/medicines/human/medicines/002303/human_med_001399.jsp
Potactasol,topotecan,2011-01-06,Authorised,Small Cell Lung Carcinoma  Uterine Cervical Neoplasms,index.jsp?curl=pages/medicines/human/medicines/002282/human_med_001407.jsp
Pradaxa,dabigatran etexilate mesilate,2008-03-18,Authorised,"Arthroplasty, Replacement  Venous Thromboembolism",index.jsp?curl=pages/medicines/human/medicines/000829/human_med_000981.jsp
Praluent,alirocumab,2015-09-23,Authorised,Dyslipidemias,index.jsp?curl=pages/medicines/human/medicines/003882/human_med_001915.jsp
Pramipexole Accord,pramipexole dihydrochloride monohydrate,2011-09-30,Authorised,Parkinson Disease  Restless Legs Syndrome,index.jsp?curl=pages/medicines/human/medicines/002291/human_med_001496.jsp
Pramipexole Teva,pramipexole dihydrochloride monohydrate,2008-12-18,Authorised,Parkinson Disease,index.jsp?curl=pages/medicines/human/medicines/000940/human_med_000982.jsp
Prandin,repaglinide,2001-01-29,Authorised,"Diabetes Mellitus, Type 2",index.jsp?curl=pages/medicines/human/medicines/000362/human_med_000983.jsp
Pravafenix,fenofibrate / pravastatin,2011-04-14,Authorised,Dyslipidemias,index.jsp?curl=pages/medicines/human/medicines/001243/human_med_001429.jsp
Praxbind,idarucizumab,2015-11-20,Authorised,Hemorrhage,index.jsp?curl=pages/medicines/human/medicines/003986/human_med_001938.jsp
Pregabalin Accord,pregabalin,2015-08-28,Authorised,Anxiety Disorders  Epilepsy,index.jsp?curl=pages/medicines/human/medicines/004024/human_med_001898.jsp
Pregabalin Mylan,pregabalin,2015-06-25,Authorised,Anxiety Disorders  Epilepsy,index.jsp?curl=pages/medicines/human/medicines/004078/human_med_001877.jsp
Pregabalin Mylan Pharma,pregabalin,2015-06-25,Authorised,Anxiety Disorders  Epilepsy  Neuralgia,index.jsp?curl=pages/medicines/human/medicines/003962/human_med_001878.jsp
Pregabalin Pfizer,pregabalin,2014-04-10,Authorised,Anxiety Disorders  Epilepsy,index.jsp?curl=pages/medicines/human/medicines/003880/human_med_001757.jsp
Pregabalin Sandoz,pregabalin,2015-06-19,Authorised,Anxiety Disorders  Epilepsy  Neuralgia,index.jsp?curl=pages/medicines/human/medicines/004010/human_med_001879.jsp
Pregabalin Sandoz GmbH,pregabalin,2015-06-19,Authorised,Anxiety Disorders  Epilepsy,index.jsp?curl=pages/medicines/human/medicines/004070/human_med_001880.jsp
Pregabalin Zentiva,pregabalin,2015-07-17,Authorised,Anxiety Disorders  Epilepsy,index.jsp?curl=pages/medicines/human/medicines/003900/human_med_001889.jsp
Preotact,parathyroid hormone (rDNA),2006-04-24,Withdrawn,"Osteoporosis, Postmenopausal",index.jsp?curl=pages/medicines/human/medicines/000659/human_med_000984.jsp
"Prepandemic Influenza Vaccine (H5N1) (Split Virion, Inactivated, Adjuvanted) GlaxoSmithKline Biologicals","split influenza virus, inactivated, containing antigen: A/VietNam/1194/2004 (H5N1) like strain used (NIBRG-14)",2008-09-26,Withdrawn,"Disease Outbreaks  Immunization  Influenza, Human",index.jsp?curl=pages/medicines/human/medicines/001015/human_med_000985.jsp
"Prepandemic influenza vaccine (H5N1) (surface antigen, inactivated, adjuvanted) Novartis Vaccines and Diagnostics",influenza virus surface antigens (haemagglutinin and neuraminidase) of strain A/Viet Nam/1194/2004 (H5N1),2010-11-29,Withdrawn,"Disease Outbreaks  Immunization  Influenza, Human",index.jsp?curl=pages/medicines/human/medicines/002269/human_med_001397.jsp
Prepandrix,A/Indonesia/05/2005 (H5N1) like strain used (PR8-IBCDC-RG2),2008-05-14,Authorised,"Disease Outbreaks  Immunization  Influenza, Human",index.jsp?curl=pages/medicines/human/medicines/000822/human_med_000986.jsp
Prevenar,pneumococcal polysaccharide serotype 4 / pneumococcal polysaccharide serotype 6B / pneumococcal polysaccharide serotype 9V / pneumococcal polysaccharide serotype 14 / pneumococcal oligosaccharide serotype 18C / pneumococcal polysaccharide serotype 19F / pneumococcal polysaccharide serotype 23F,2001-02-02,Authorised,Immunization  Pneumococcal Infections,index.jsp?curl=pages/medicines/human/medicines/000323/human_med_000987.jsp
Prevenar 13,pneumococcal polysaccharide serotype 1 / pneumococcal polysaccharide serotype 14 / pneumococcal polysaccharide serotype 18C / pneumococcal polysaccharide serotype 19A / pneumococcal polysaccharide serotype 19F / pneumococcal polysaccharide serotype 23F / pneumococcal polysaccharide serotype 3 / pneumococcal polysaccharide serotype 4 / pneumococcal polysaccharide serotype 5 / pneumococcal polysaccharide serotype 6A / pneumococcal polysaccharide serotype 6B / pneumococcal polysaccharide serotype 7F / pneumococcal polysaccharide serotype 9V protein,2009-12-09,Authorised,Immunization  Pneumococcal Infections,index.jsp?curl=pages/medicines/human/medicines/001104/human_med_001220.jsp
Prezista,darunavir,2007-02-12,Authorised,HIV Infections,index.jsp?curl=pages/medicines/human/medicines/000707/human_med_000988.jsp
Prialt,ziconotide,2005-02-21,Authorised,"Injections, Spinal  Pain",index.jsp?curl=pages/medicines/human/medicines/000551/human_med_000989.jsp
Primavax,"diphtheria toxoid purified / hepatitis B, recombinant surface antigen / tetanus toxoid purified",1998-02-05,Withdrawn,Diphtheria  Hepatitis B  Immunization  Tetanus,index.jsp?curl=pages/medicines/human/medicines/000156/human_med_000990.jsp
Pritor,telmisartan,1998-12-11,Authorised,Hypertension,index.jsp?curl=pages/medicines/human/medicines/000210/human_med_000991.jsp
PritorPlus,telmisartan / hydrochlorothiazide,2002-04-22,Authorised,Hypertension,index.jsp?curl=pages/medicines/human/medicines/000414/human_med_000992.jsp
Privigen,human normal immunoglobulin (IVIg),2008-04-25,Authorised,"Bone Marrow Transplantation  Guillain-Barre Syndrome  Immunologic Deficiency Syndromes  Mucocutaneous Lymph Node Syndrome  Purpura, Thrombocytopenic, Idiopathic",index.jsp?curl=pages/medicines/human/medicines/000831/human_med_000993.jsp
Procomvax,polyribosylribitol phosphate from Haemophilus influenzae type b as PRP-OMPC / outer membrane protein complex of Neisseria meningitidis (outer membrane protein complex of the B11 strain of Neisseria meningitidis subgroup B) / adsorbed hepatitis B surface antigen produced in recombinant yeast cells (Saccharomyces cerevisiae),1999-05-07,Withdrawn,"Hepatitis B  Immunization  Meningitis, Haemophilus",index.jsp?curl=pages/medicines/human/medicines/000231/human_med_000994.jsp
Procoralan,ivabradine hydrochloride,2005-10-25,Authorised,Angina Pectoris,index.jsp?curl=pages/medicines/human/medicines/000597/human_med_000995.jsp
Procysbi,mercaptamine bitartrate,2013-09-06,Authorised,Cystinosis,index.jsp?curl=pages/medicines/human/medicines/002465/human_med_001681.jsp
Prolia,denosumab,2010-05-26,Authorised,"Bone Resorption  Osteoporosis, Postmenopausal",index.jsp?curl=pages/medicines/human/medicines/001120/human_med_001324.jsp
Prometax,rivastigmine,1998-12-04,Authorised,Alzheimer Disease  Dementia  Parkinson Disease,index.jsp?curl=pages/medicines/human/medicines/000255/human_med_000996.jsp
ProQuad,"virus, live attenuated, measles, virus, live attenuated, mumps, virus, live attenuated, rubella, virus, live attenuated, varicella",2006-04-06,Authorised,Chickenpox  Immunization  Measles  Mumps  Rubella,index.jsp?curl=pages/medicines/human/medicines/000622/human_med_000997.jsp
Protaphane,insulin human,2002-10-07,Authorised,Diabetes Mellitus,index.jsp?curl=pages/medicines/human/medicines/000442/human_med_000998.jsp
Protelos,strontium ranelate,2004-09-21,Authorised,"Osteoporosis, Postmenopausal",index.jsp?curl=pages/medicines/human/medicines/000560/human_med_000999.jsp
Protopic,tacrolimus,2002-02-28,Authorised,"Dermatitis, Atopic",index.jsp?curl=pages/medicines/human/medicines/000374/human_med_001000.jsp
Protopy,tacrolimus,2002-02-28,Withdrawn,"Dermatitis, Atopic",index.jsp?curl=pages/medicines/human/medicines/000375/human_med_001001.jsp
Provenge,autologous peripheral-blood mononuclear cells including a minimum of 50 million autologous CD54+ cells activated with prostatic acid phosphatase granulocyte-macrophage colony-stimulating factor,2013-09-06,Withdrawn,Prostatic Neoplasms,index.jsp?curl=pages/medicines/human/medicines/002513/human_med_001680.jsp
Pumarix,"pandemic influenza vaccine (H5N1) (split virion, inactivated, adjuvanted)",2011-03-04,Withdrawn,"Disease Outbreaks  Immunization  Influenza, Human",index.jsp?curl=pages/medicines/human/medicines/001212/human_med_001412.jsp
Puregon,follitropin beta,1996-05-03,Authorised,Hypogonadism  Infertility,index.jsp?curl=pages/medicines/human/medicines/000086/human_med_001002.jsp
Pylobactell,13C-urea,1998-05-07,Authorised,Breath Tests  Helicobacter Infections,index.jsp?curl=pages/medicines/human/medicines/000151/human_med_001003.jsp
Pylori-Chek,13C-urea,1998-06-15,Withdrawn,Breath Tests  Helicobacter Infections,index.jsp?curl=pages/medicines/human/medicines/000182/human_med_001004.jsp
Qsiva,phentermine / topiramate,2013-05-14,Refused,Obesity,index.jsp?curl=pages/medicines/human/medicines/002350/human_med_001607.jsp
Qtern,saxagliptin / dapagliflozin propanediol monohydrate,2016-07-15,Authorised,"Diabetes Mellitus, Type 2",index.jsp?curl=pages/medicines/human/medicines/004057/human_med_002000.jsp
Quadramet,samarium [153Sm] lexidronam pentasodium,1998-02-05,Authorised,Cancer  Pain,index.jsp?curl=pages/medicines/human/medicines/000150/human_med_001005.jsp
Quinsair,levofloxacin,2015-03-26,Authorised,Cystic Fibrosis  Respiratory Tract Infections,index.jsp?curl=pages/medicines/human/medicines/002789/human_med_001846.jsp
Quintanrix,diphtheria toxoid / tetanus toxoid / inactivated Bordetella pertussis / hepatitis B surface antigen (rDNA) / Haemophilus influenzae type b polysaccharide,2005-02-17,Withdrawn,"Diphtheria  Hepatitis B  Immunization  Meningitis, Haemophilus  Tetanus  Whooping Cough",index.jsp?curl=pages/medicines/human/medicines/000556/human_med_001006.jsp
Quixidar,fondaparinux sodium,2002-03-21,Withdrawn,"Angina, Unstable  Myocardial Infarction  Pulmonary Embolism  Venous Thrombosis",index.jsp?curl=pages/medicines/human/medicines/000404/human_med_001007.jsp
Qutenza,capsaicin,2009-05-15,Authorised,Neuralgia,index.jsp?curl=pages/medicines/human/medicines/000909/human_med_001008.jsp
Raloxifene Teva,raloxifene hydrochloride,2010-04-29,Authorised,"Osteoporosis, Postmenopausal",index.jsp?curl=pages/medicines/human/medicines/001075/human_med_001336.jsp
Ranexa (previously Latixa),ranolazine,2008-07-09,Authorised,Angina Pectoris,index.jsp?curl=pages/medicines/human/medicines/000805/human_med_001009.jsp
Rapamune,sirolimus,2001-03-13,Authorised,Graft Rejection  Kidney Transplantation,index.jsp?curl=pages/medicines/human/medicines/000273/human_med_001010.jsp
Rapilysin,reteplase,1996-08-29,Authorised,Myocardial Infarction,index.jsp?curl=pages/medicines/human/medicines/000105/human_med_001011.jsp
Rapiscan,regadenoson,2010-09-06,Authorised,Myocardial Perfusion Imaging,index.jsp?curl=pages/medicines/human/medicines/001176/human_med_001378.jsp
Raplixa,human fibrinogen / human thrombin,2015-03-19,Authorised,"Hemostasis, Surgical",index.jsp?curl=pages/medicines/human/medicines/002807/human_med_001854.jsp
Raptiva,efalizumab,2004-09-20,Withdrawn,Psoriasis,index.jsp?curl=pages/medicines/human/medicines/000542/human_med_001012.jsp
Rasagiline Mylan,rasagiline tartrate,2016-04-04,Authorised,Parkinson Disease,index.jsp?curl=pages/medicines/human/medicines/004064/human_med_001969.jsp
Rasagiline ratiopharm,rasagiline,2015-01-12,Authorised,Parkinson Disease,index.jsp?curl=pages/medicines/human/medicines/003957/human_med_001836.jsp
Rasilamlo,aliskiren / amlodipine,2011-04-14,Authorised,Hypertension,index.jsp?curl=pages/medicines/human/medicines/002073/human_med_001445.jsp
Rasilez,aliskiren,2007-08-22,Authorised,Hypertension,index.jsp?curl=pages/medicines/human/medicines/000780/human_med_001013.jsp
Rasilez HCT,aliskiren / hydrochlorothiazide,2009-01-16,Authorised,Hypertension,index.jsp?curl=pages/medicines/human/medicines/000964/human_med_001014.jsp
Rasitrio,aliskiren / amlodipine / hydrochlorothiazide,2011-11-22,Withdrawn,Hypertension,index.jsp?curl=pages/medicines/human/medicines/002017/human_med_001524.jsp
Ratiograstim,filgrastim,2008-09-15,Authorised,Cancer  Hematopoietic Stem Cell Transplantation  Neutropenia,index.jsp?curl=pages/medicines/human/medicines/000825/human_med_001015.jsp
Ravicti,glycerol phenylbutyrate,2015-11-27,Authorised,"Urea Cycle Disorders, Inborn",index.jsp?curl=pages/medicines/human/medicines/003822/human_med_001939.jsp
Raxone,idebenone,2015-09-08,Authorised,"Optic Atrophy, Hereditary, Leber",index.jsp?curl=pages/medicines/human/medicines/003834/human_med_001900.jsp
Rayzon,parecoxib,2002-03-22,Withdrawn,"Pain, Postoperative",index.jsp?curl=pages/medicines/human/medicines/000382/human_med_001016.jsp
Reasanz,serelaxin,2014-08-05,Refused,Heart Failure,index.jsp?curl=pages/medicines/human/medicines/002817/human_med_001741.jsp
Rebetol,ribavirin,1999-05-07,Authorised,"Hepatitis C, Chronic",index.jsp?curl=pages/medicines/human/medicines/000246/human_med_001017.jsp
Rebif,interferon beta-1a,1998-05-04,Authorised,Multiple Sclerosis,index.jsp?curl=pages/medicines/human/medicines/000136/human_med_001018.jsp
ReFacto AF,moroctocog alfa,1999-04-13,Authorised,Hemophilia A,index.jsp?curl=pages/medicines/human/medicines/000232/human_med_001019.jsp
Refludan,lepirudin,1997-03-13,Withdrawn,Thrombocytopenia  Thromboembolism,index.jsp?curl=pages/medicines/human/medicines/000122/human_med_001020.jsp
Regranex,becaplermin,1999-03-29,Withdrawn,Skin Ulcer  Wound Healing,index.jsp?curl=pages/medicines/human/medicines/000212/human_med_001021.jsp
Rekovelle,follitropin delta,2016-12-12,Authorised,Anovulation,index.jsp?curl=pages/medicines/human/medicines/003994/human_med_002044.jsp
Relistor,methylnaltrexone bromide,2008-07-02,Authorised,Constipation  Opioid-Related Disorders,index.jsp?curl=pages/medicines/human/medicines/000870/human_med_001022.jsp
Relvar Ellipta,fluticasone furoate / vilanterol,2013-11-13,Authorised,"Pulmonary Disease, Chronic Obstructive",index.jsp?curl=pages/medicines/human/medicines/002673/human_med_001708.jsp
Remicade,infliximab,1999-08-13,Authorised,"Arthritis, Psoriatic  Arthritis, Rheumatoid  Colitis, Ulcerative  Crohn Disease  Psoriasis  Spondylitis, Ankylosing",index.jsp?curl=pages/medicines/human/medicines/000240/human_med_001023.jsp
Removab,catumaxomab,2009-04-20,Authorised,Ascites  Cancer,index.jsp?curl=pages/medicines/human/medicines/000972/human_med_001024.jsp
Remsima,infliximab,2013-09-10,Authorised,"Arthritis, Psoriatic  Arthritis, Rheumatoid  Colitis, Ulcerative  Crohn Disease  Psoriasis  Spondylitis, Ankylosing",index.jsp?curl=pages/medicines/human/medicines/002576/human_med_001682.jsp
Renagel,sevelamer,2000-01-28,Authorised,Hyperphosphatemia  Renal Dialysis,index.jsp?curl=pages/medicines/human/medicines/000254/human_med_001025.jsp
Renvela,sevelamer carbonate,2009-06-10,Authorised,Hyperphosphatemia  Renal Dialysis,index.jsp?curl=pages/medicines/human/medicines/000993/human_med_001026.jsp
Repaglinide Accord,repaglinide,2011-12-22,Authorised,"Diabetes Mellitus, Type 2",index.jsp?curl=pages/medicines/human/medicines/002318/human_med_001533.jsp
Repaglinide Krka,repaglinide,2009-11-04,Authorised,"Diabetes Mellitus, Type 2",index.jsp?curl=pages/medicines/human/medicines/001066/human_med_001027.jsp
Repaglinide Teva,repaglinide,2009-06-29,Authorised,"Diabetes Mellitus, Type 2",index.jsp?curl=pages/medicines/human/medicines/001067/human_med_001028.jsp
Repatha,evolocumab,2015-07-17,Authorised,Dyslipidemias  Hypercholesterolemia,index.jsp?curl=pages/medicines/human/medicines/003766/human_med_001890.jsp
Replagal,agalsidase alfa,2001-08-03,Authorised,Fabry Disease,index.jsp?curl=pages/medicines/human/medicines/000369/human_med_001029.jsp
Repso,leflunomide,2011-03-14,Authorised,"Arthritis, Psoriatic  Arthritis, Rheumatoid",index.jsp?curl=pages/medicines/human/medicines/001222/human_med_001420.jsp
Resolor,prucalopride succinate,2009-10-15,Authorised,Constipation,index.jsp?curl=pages/medicines/human/medicines/001012/human_med_001030.jsp
Respreeza,human alpha1-proteinase inhibitor,2015-08-20,Authorised,"Genetic Diseases, Inborn  Lung Diseases",index.jsp?curl=pages/medicines/human/medicines/002739/human_med_001904.jsp
Retacrit,epoetin zeta,2007-12-18,Authorised,"Anemia  Blood Transfusion, Autologous  Cancer  Kidney Failure, Chronic",index.jsp?curl=pages/medicines/human/medicines/000872/human_med_001031.jsp
Revasc,desirudin,1997-07-09,Withdrawn,Venous Thrombosis,index.jsp?curl=pages/medicines/human/medicines/000104/human_med_001032.jsp
Revatio,sildenafil,2005-10-28,Authorised,"Hypertension, Pulmonary",index.jsp?curl=pages/medicines/human/medicines/000638/human_med_001033.jsp
Revestive,teduglutide,2012-08-30,Authorised,Malabsorption Syndromes,index.jsp?curl=pages/medicines/human/medicines/002345/human_med_001583.jsp
