,Name,Active substance,Date of authorisation / refusal,Status,Therapeutic area,url,atc,emea,indication,wdid,wdid_mix,rxcui,rxcui_mix,rxcui_combo
615,Neuraceq,florbetaben (18F),2014-02-20,Authorised,Alzheimer Disease  Radionuclide Imaging,index.jsp?curl=pages/medicines/human/medicines/002553/human_med_001716.jsp,V09AX06,EMEA/H/C/002553,"This medicinal product is for diagnostic use only.
Neuraceq is a radiopharmaceutical indicated for Positron Emission Tomography (PET) imaging of  amyloid neuritic plaque density in the brains of adult patients with cognitive impairment who are being evaluated for Alzheimers disease (AD) and other causes of cognitive impairment. Neuraceq should be used in conjunction with a clinical evaluation.
A negative scan indicates sparse or no plaques, which is not consistent with a diagnosis of AD.",,,,,
616,NeuroBloc,botulinum toxin type B,2001-01-22,Authorised,Torticollis,index.jsp?curl=pages/medicines/human/medicines/000301/human_med_000927.jsp,M03AX01,EMEA/H/C/000301,"NeuroBloc is indicated for the treatment of cervical dystonia (torticollis).
See section 5.1 for data on efficacy in patients responsive / resistant to botulinum toxin type A.",,,,,
617,Nevanac,nepafenac,2007-12-11,Authorised,"Ophthalmologic Surgical Procedures  Pain, Postoperative",index.jsp?curl=pages/medicines/human/medicines/000818/human_med_000928.jsp,S01BC10,EMEA/H/C/000818,"Nevanac is indicated for: 

prevention and treatment of postoperative pain and inflammation associated with cataract surgery;
reduction in the risk of postoperative macular oedema associated with cataract surgery in diabetic patients.

",Q684379,,298665,,
618,Nevirapine Teva,nevirapine,2009-11-30,Authorised,HIV Infections,index.jsp?curl=pages/medicines/human/medicines/001119/human_med_001202.jsp,J05AG01,EMEA/H/C/001119,"Nevirapine Teva is indicated in combination with other anti-retroviral medicinal products for the treatment of HIV 1 infected adults, adolescents, and children of any age.
Most of the experience with nevirapine is in combination with nucleoside reverse transcriptase inhibitors (NRTIs). The choice of a subsequent therapy after nevirapine should be based on clinical experience and resistance testing.",Q263713,,53654,,
619,Nexavar,sorafenib,2006-07-19,Authorised,"Carcinoma, Hepatocellular  Carcinoma, Renal Cell",index.jsp?curl=pages/medicines/human/medicines/000690/human_med_000929.jsp,L01XE05,EMEA/H/C/000690,"Hepatocellular carcinoma
Nexavar is indicated for the treatment of hepatocellular carcinoma.
Renal cell carcinoma
Nexavar is indicated for the treatment of patients with advanced renal cell carcinoma who have failed prior interferon-alpha or interleukin-2 based therapy or are considered unsuitable for such therapy.
Differentiated thyroid carcinoma
Nexavar is indicated for the treatment of patients with progressive, locally advanced or metastatic, differentiated (papillary/follicular/Hrthle cell) thyroid carcinoma, refractory to radioactive iodine.",Q421136,,495881,,
620,Nexium Control,esomeprazole,2013-08-26,Authorised,Gastroesophageal Reflux,index.jsp?curl=pages/medicines/human/medicines/002618/human_med_001679.jsp,A02BC05,EMEA/H/C/002618,Nexium Control is indicated for the short-term treatment of reflux symptoms (e.g. heartburn and acid regurgitation) in adults.,Q553223,,283742,,
621,NexoBrid,concentrate of proteolytic enzymes enriched in bromelain,2012-12-18,Authorised,Debridement,index.jsp?curl=pages/medicines/human/medicines/002246/human_med_001582.jsp,D03BA03,EMEA/H/C/002246,NexoBrid is indicated for removal of eschar in adults with deep partial- and full-thickness thermal burns.,,,,,
622,Nimenrix,Neisseria meningitidis serogroup A polysaccharide conjugated to tetanus toxoid / Neisseria meningitidis serogroup C polysaccharide conjugated to tetanus toxoid / Neisseria meningitidis serogroup W-135 polysaccharide conjugated to tetanus toxoid / Neisseria meningitidis serogroup Y polysaccharide conjugated to tetanus toxoid,2012-04-20,Authorised,"Meningitis, Meningococcal",index.jsp?curl=pages/medicines/human/medicines/002226/human_med_001548.jsp,J07AH08 ,EMEA/H/C/002226,"Nimenrix is indicated for active immunisation of individuals from the age of 6 weeks against invasive meningococcal diseases caused by Neisseria meningitidis group A, C, W-135, and Y.",,,,,
623,Nimvastid,rivastigmine,2009-05-11,Authorised,Alzheimer Disease  Dementia  Parkinson Disease,index.jsp?curl=pages/medicines/human/medicines/001029/human_med_000930.jsp,N06DA03,EMEA/H/C/001029,Symptomatic treatment of mild to moderately severe Alzheimer's dementia.Symptomatic treatment of mild to moderately severe dementia in patients with idiopathic Parkinson's disease.,Q411887,,183379,,
624,Ninlaro,ixazomib citrate,2016-11-21,Authorised,Multiple Myeloma,index.jsp?curl=pages/medicines/human/medicines/003844/human_med_001998.jsp,L01XX50,EMEA/H/C/003844,Ninlaro in combination with lenalidomide and dexamethasone is indicated for the treatment of adult patients with multiple myeloma who have received at least one prior therapy.,Q27162929,,1723734,,
625,Nivestim,filgrastim,2010-06-08,Authorised,Cancer  Hematopoietic Stem Cell Transplantation  Neutropenia,index.jsp?curl=pages/medicines/human/medicines/001142/human_med_001344.jsp,L03AA02,EMEA/H/C/001142,"Filgrastim is indicated for the reduction in the duration of neutropenia and the incidence of febrile neutropenia in patients treated with established cytotoxic chemotherapy for malignancy (with the exception of chronic myeloid leukaemia and myelodysplastic syndromes) and for the reduction in the duration of neutropenia in patients undergoing myeloablative therapy followed by bone-marrow transplantation considered to be at increased risk of prolonged severe neutropenia.
The safety and efficacy of filgrastim are similar in adults and children receiving cytotoxic chemotherapy.
Filgrastim is indicated for the mobilisation of peripheral blood progenitor cells (PBPCs).
In patients, children or adults, with severe congenital, cyclic, or idiopathic neutropenia with an absolute neutrophil count (ANC) of 0.5 x 109/l and a history of severe or recurrent infections, long-term administration of filgrastim is indicated to increase neutrophil counts and to reduce the incidence and duration of infection-related events.
Filgrastim is indicated for the treatment of persistent neutropenia (ANC 1.0 x 109/l) in patients with advanced HIV infection, in order to reduce the risk of bacterial infections when other options to manage neutropenia are inappropriate.",Q3151081,,,,
626,Nivolumab BMS,nivolumab,2015-07-20,Withdrawn,"Carcinoma, Non-Small-Cell Lung",index.jsp?curl=pages/medicines/human/medicines/003840/human_med_001887.jsp,L01XC17,EMEA/H/C/003840,Nivolumab BMS is indicated for the treatment of locally advanced or metastatic squamous non-small cell lung cancer (NSCLC) after prior chemotherapy in adults.,Q7041828,,,,
627,Nonafact,human coagulation factor IX,2001-07-03,Authorised,Hemophilia B,index.jsp?curl=pages/medicines/human/medicines/000348/human_med_000931.jsp,B02BD04,EMEA/H/C/000348,Treatment and prophylaxis of bleeding in patients with haemophilia B (congenital factor IX deficiency).,Q20801778,,,,
628,Nordimet,methotrexate,2016-08-18,Authorised,"Arthritis, Juvenile Rheumatoid  Arthritis, Psoriatic  Arthritis, Rheumatoid  Psoriasis",index.jsp?curl=pages/medicines/human/medicines/003983/human_med_002015.jsp,L01BA01,EMEA/H/C/003983,"Nordimet is indicated for the treatment of:

active rheumatoid arthritis in adult patients,
polyarthritic forms of severe, active juvenile idiopathic arthritis (JIA), when the response to nonsteroidal anti-inflammatory drugs (NSAIDs) has been inadequate,
severe recalcitrant disabling psoriasis, which is not adequately responsive to other forms of therapy such as phototherapy, psoralens and ultraviolet A (PUVA), and retinoids, and severe psoriatic arthritis in adult patients.
",Q422232,,6851,,
629,Norvir,ritonavir,1996-08-26,Authorised,HIV Infections,index.jsp?curl=pages/medicines/human/medicines/000127/human_med_000932.jsp,J05AE03,EMEA/H/C/000127,Ritonavir is indicated in combination with other antiretroviral agents for the treatment of HIV-1-infected patients (adults and children oftwo years of age and older).,Q422618,,85762,,
630,NovoEight,turoctocog alfa,2013-11-13,Authorised,Hemophilia A,index.jsp?curl=pages/medicines/human/medicines/002719/human_med_001701.jsp,B02BD02,EMEA/H/C/002719,Treatment and prophylaxis of bleeding in patients with haemophilia A (congenital factor VIII deficiency). Novoeight can be used for all age groups.,Q22075842,,,,
631,NovoMix,insulin aspart,2000-08-01,Authorised,Diabetes Mellitus,index.jsp?curl=pages/medicines/human/medicines/000308/human_med_000933.jsp,A10AD05,EMEA/H/C/000308,Treatment of diabetes mellitus.,Q2754775,,,,
632,NovoNorm,repaglinide,1998-08-17,Authorised,"Diabetes Mellitus, Type 2",index.jsp?curl=pages/medicines/human/medicines/000187/human_med_000934.jsp,A10BX02,EMEA/H/C/000187,"Repaglinide is indicated in patients with type-2 diabetes (non-insulin-dependent diabetes mellitus (NIDDM)) whose hyperglycaemia can no longer be controlled satisfactorily by diet, weight reduction and exercise. Repaglinide is also indicated in combination with metformin in type 2 diabetes patients who are not satisfactorily controlled on metformin alone.
Treatment should be initiated as an adjunct to diet and exercise to lower the blood glucose in relation to meals.",Q2195995,,73044,,
633,NovoRapid,insulin aspart,1999-09-07,Authorised,Diabetes Mellitus,index.jsp?curl=pages/medicines/human/medicines/000258/human_med_000935.jsp,A10AB05,EMEA/H/C/000258,"NovoRapid is indicated for treatment of diabetes mellitus in adults, adolescents and children aged 1 year and above.",Q2754775,,,,
634,NovoSeven,eptacog alfa (activated),1996-02-23,Authorised,Factor VII Deficiency  Hemophilia A  Hemophilia B  Thrombasthenia,index.jsp?curl=pages/medicines/human/medicines/000074/human_med_000936.jsp,B02BD08,EMEA/H/C/000074,"NovoSeven is indicated for the treatment of bleeding episodes and for the prevention of bleeding in those undergoing surgery or invasive procedures in the following patient groups: 

in patients with congenital haemophilia with inhibitors to coagulation factors VIII or IX  5 Bethesda units (BU);
in patients with congenital haemophilia who are expected to have a high anamnestic response to factor-VIII or factor-IX administration;
in patients with acquired haemophilia;
in patients with congenital factor-VII deficiency;
in patients with Glanzmann's thrombasthenia with antibodies to platelet glycoprotein (GP) IIb-IIIa and / or human leucocyte antigens (HLA), and with past or present refractoriness to platelet transfusions.

",,,,,
635,NovoThirteen,catridecacog,2012-09-03,Authorised,"Blood Coagulation Disorders, Inherited",index.jsp?curl=pages/medicines/human/medicines/002284/human_med_001576.jsp,B02BD11 ,EMEA/H/C/002284,Long-term prophylactic treatment of bleeding in adult and paediatric patients 6 years and above with congenital factor-XIII-A-subunit deficiency.,Q16858452,,,,
636,Noxafil,posaconazole,2005-10-25,Authorised,Aspergillosis  Candidiasis  Coccidioidomycosis  Mycoses,index.jsp?curl=pages/medicines/human/medicines/000610/human_med_000937.jsp,J02AC04,EMEA/H/C/000610,"Noxafil is indicated for use in the treatment of the following fungal infections in adults (see section 5.1):

invasive aspergillosis in patients with disease that is refractory to amphotericin B or itraconazole or in patients who are intolerant of these medicinal products;
fusariosis in patients with disease that is refractory to amphotericin B or in patients who are intolerant of amphotericin B;
chromoblastomycosis and mycetoma in patients with disease that is refractory to itraconazole or in patients who are intolerant of itraconazole;
coccidioidomycosis in patients with disease that is refractory to amphotericin B, itraconazole or fluconazole or in patients who are intolerant of these medicinal products;
oropharyngeal candidiasis: as first-line therapy in patients who have severe disease or are immunocompromised, in whom response to topical therapy is expected to be poor.

Refractoriness is defined as progression of infection or failure to improve after a minimum of 7 days of prior therapeutic doses of effective antifungal therapy.
Noxafil is also indicated for prophylaxis of invasive fungal infections in the following patients:

patients receiving remission-induction chemotherapy for acute myelogenous leukemia (AML) or myelodysplastic syndromes (MDS) expected to result in prolonged neutropenia and who are at high risk of developing invasive fungal infections;
haematopoietic-stem-cell-transplant (HSCT) recipients who are undergoing high-dose immunosuppressive therapy for graft-versus-host disease and who are at high risk of developing invasive fungal infections.
",Q906453,,,,
637,Nplate,romiplostim,2009-02-04,Authorised,"Purpura, Thrombocytopenic, Idiopathic",index.jsp?curl=pages/medicines/human/medicines/000942/human_med_000938.jsp,B02BX04,EMEA/H/C/000942,"Nplate is indicated for adult chronic-immune (idiopathic)-thrombocytopenic-purpura (ITP) patients who are refractory to other treatments (e.g. corticosteroids, immunoglobulins).",Q1235195,,,,
638,Nucala,mepolizumab,2015-12-02,Authorised,Asthma,index.jsp?curl=pages/medicines/human/medicines/003860/human_med_001933.jsp,R03DX09,EMEA/H/C/003860,Nucala is indicated as an add-on treatment for severe refractory eosinophilic asthma in adult patients.,Q3306175,,,,
639,Nuedexta,dextromethorphan / quinidine,2013-06-24,Withdrawn,Neurobehavioral Manifestations,index.jsp?curl=pages/medicines/human/medicines/002560/human_med_001652.jsp,N07XX59,EMEA/H/C/002560,Nuedexta is indicated for the symptomatic treatment of pseudobulbar affect (PBA) in adults. Efficacy has only been studied in patients with underlying amyotrophic lateral sclerosis or multiple sclerosis.,,"['Q407781', 'Q412496']",,"['3289', '9068']",1040053
