,Product,EU Designation,Designated Orphan Indication,Sponsor,Designation date,TradenameEU Centralised NrImplemented on,drug_qid,indication,doid,hpo,ordo,mesh,indication_qid_doid,indication_qid_ordo,indication_qid_mesh
799,Lentiviral vector containing the human ABCA4 gene,EU/3/09/720,Treatment of Stargardt's disease,Sanofi-Aventis groupe,02/02/2010,,,stargardts disease,,,,,,,
800,Lentiviral vector containing the human liver and erythroid pyruvate kinase (PKLR) gene,EU/3/14/1330,Treatment of pyruvate kinase deficiency,Centro de Investigación Biomédica en Red (CIBER),22/08/2014,,,pyruvate kinase deficiency,,,,,,,
801,Lentiviral vector containing the human MYO7A gene,EU/3/10/727,Treatment of retinitis pigmentosa in Usher syndrome 1B,Sanofi-Aventis groupe,23/03/2010,,,retinitis pigmentosa in usher syndrome 1b,,,,,,,
802,Lenvatinib,EU/3/13/1119,Treatment of follicular thyroid cancer,Eisai Europe Limited,26/04/2013,LenvimaEU/1/15/100201/06/2015,Q6523413,follicular thyroid cancer,,,,,,,
803,Lenvatinib,EU/3/13/1121,Treatment of papillary thyroid cancer,Eisai Europe Limited,26/04/2013,LenvimaEU/1/15/100201/06/2015,Q6523413,papillary thyroid cancer,,,,,,,
804,Lenvatinib,EU/3/15/1460,Treatment of hepatocellular carcinoma,Eisai Europe Limited,19/03/2015,,Q6523413,hepatocellular carcinoma,http://purl.obolibrary.org/obo/DOID_684,http://purl.obolibrary.org/obo/HP_0001402,http://www.orpha.net/ORDO/Orphanet_88673,D006528,Q1148337,,Q1148337
805,Letermovir,EU/3/12/999,Treatment of cytomegalovirus disease in patients with impaired cell mediated immunity,Merck Sharp & Dohme Limited,06/06/2012,,Q15409407,cytomegalovirus disease in patients with impaired cell mediated immunity,,,,,,,
806,Leuprorelin acetate,EU/3/16/1821,Treatment of congenital hypogonadotropic hypogonadism,Stichting Centre for Human Drug Research (CHDR),12/01/2017,,Q27104908,congenital hypogonadotropic hypogonadism,,,http://www.orpha.net/ORDO/Orphanet_174590,,,Q17004238,
807,Levamisol hydrochloride,EU/3/05/324,Treatment of nephrotic syndrome,ACE Pharmaceuticals BV,28/10/2005,,,nephrotic syndrome,http://purl.obolibrary.org/obo/DOID_1184,http://purl.obolibrary.org/obo/HP_0000100,,D009404,Q504790,,Q504790
808,Levoglutamide,EU/3/12/1011,Treatment of sickle cell disease,Emmaus Medical Europe Limited,04/07/2012,,Q181619,sickle cell disease,,,http://www.orpha.net/ORDO/Orphanet_232,D000755,,,Q185034
809,Lipid-complexed cisplatin,EU/3/13/1169,Treatment of osteosarcoma,Richardson Associates Regulatory Affairs Ltd,05/08/2013,,,osteosarcoma,http://purl.obolibrary.org/obo/DOID_3347,http://purl.obolibrary.org/obo/HP_0002669,http://www.orpha.net/ORDO/Orphanet_668,D012516,Q549534,,Q549534
810,Lipopolysaccharide of Ochrobactrum intermedium,EU/3/11/941,Prevention of sepsis in at-risk premature infants of less than or equal to 32 weeks of gestational age,Diomune S.L.,11/01/2012,,,sepsis in atrisk premature infants of less than or equal to 32 weeks of gestational age,,,,,,,
811,Liposomal combination of cytarabine and daunorubicin,EU/3/11/942,Treatment of acute myeloid leukaemia,Jazz Pharmaceuticals Ireland Ltd,11/01/2012,,,acute myeloid leukemia,http://purl.obolibrary.org/obo/DOID_9119,http://purl.obolibrary.org/obo/HP_0004808,http://www.orpha.net/ORDO/Orphanet_519,D015470,Q264118,,Q264118
812,Lisuride hydrogen maleate,EU/3/11/869,Treatment of pulmonary arterial hypertension and chronic thromboembolic pulmonary hypertension,Sinoxa Pharma GmbH,13/05/2011,,Q27114683,pulmonary arterial hypertension and chronic thromboembolic pulmonary hypertension,,,,,,,
813,Lithium citrate tetrahydrate (in reverse-micelle formulation),EU/3/09/706,Treatment of Huntington's disease,Medesis Pharma,28/01/2010,,,huntingtons disease,http://purl.obolibrary.org/obo/DOID_12858,,,D006816,Q190564,,Q190564
814,Live attenuated Listeria monocytogenes bioengineered with a chimeric human epidermal growth factor receptor 2 fused to a truncated form of the Lm protein listeriolysin O,EU/3/15/1595,Treatment of osteosarcoma,Coté Orphan Consulting UK Limited,14/12/2015,,,osteosarcoma,http://purl.obolibrary.org/obo/DOID_3347,http://purl.obolibrary.org/obo/HP_0002669,http://www.orpha.net/ORDO/Orphanet_668,D012516,Q549534,,Q549534
815,Live attenuated Listeria monocytogenes delta actA/delta inlB strain expressing human mesothelin,EU/3/15/1594,Treatment of malignant mesothelioma,"Aduro Biotech Holdings, Europe B.V.",14/12/2015,,,malignant mesothelioma,http://purl.obolibrary.org/obo/DOID_1790,http://purl.obolibrary.org/obo/HP_0100001,,,Q1077603,,
816,Live attenuated Listeria monocytogenes delta actA/delta inlB strain expressing human mesothelin,EU/3/15/1603,Treatment of pancreatic cancer,"Aduro Biotech Holdings, Europe B.V.",11/01/2016,,,pancreatic cancer,http://purl.obolibrary.org/obo/DOID_1793,http://purl.obolibrary.org/obo/HP_0002894,,D010190,Q212961,,Q212961
817,Live attenuated Listeria monocytogenes transfected with plasmids encoding the HPV-16E7 protein fused to a truncated fragment of the Lm protein listeriolysin O,EU/3/15/1602,Treatment of anal cancer,Dr Ulrich Granzer,11/01/2016,,,anal cancer,http://purl.obolibrary.org/obo/DOID_14110,,,D001005,Q484827,,Q18556540
818,Live-attenuated non-replicative Pseudomonas aeruginosa strain expressing large T antigen of Merkel cell polyomavirus,EU/3/16/1781,Treatment of Merkel cell carcinoma,APCure SAS,18/11/2016,,,merkel cell carcinoma,http://purl.obolibrary.org/obo/DOID_3965,,http://www.orpha.net/ORDO/Orphanet_79140,D015266,Q1711744,,
819,L-Lysine-N-acetyl-L-cysteinate,EU/3/01/026,Treatment of cystic fibrosis,LABORATOIRES SMB SA,14/02/2001,,,cystic fibrosis,http://purl.obolibrary.org/obo/DOID_1485,,http://www.orpha.net/ORDO/Orphanet_586,D003550,Q178194,,Q178194
820,Lomitapide,EU/3/10/823,Treatment of familial chylomicronaemia,Aegerion Pharmaceuticals Limited,17/12/2010,,Q1268941,familial chylomicronemia,,,,D008072,,,Q2349695
821,Lonafarnib,EU/3/13/1225,Treatment of hepatitis delta virus infection,Eiger Biopharmaceuticals Europe Limited,16/01/2014,,Q3258910,hepatitis delta virus infection,,,,,,,
822,Low molecular weight dextran sulfate,EU/3/09/669,Prevention of graft rejection during pancreatic islet transplantation,TikoMed AB,09/10/2009,,,graft rejection during pancreatic islet transplantation,,,,,,,
823,Low molecular weight dextran sulfate,EU/3/11/883,Treatment for mobilisation of progenitor cells prior to stem cell transplantation,TikoMed AB,05/08/2011,,,mobilisation of progenitor cells prior to stem cell transplantation,,,,,,,
824,L-Pyr-L-Glu-L-Gln-L-Leu-L-Glu-L-Arg-L-Ala-L-Leu-L-Asn-L-Ser-L-Ser,EU/3/13/1191,Treatment of sarcoidosis,Araim Pharma Europe Ltd,07/10/2013,,Q5150955,sarcoidosis,http://purl.obolibrary.org/obo/DOID_11335,,http://www.orpha.net/ORDO/Orphanet_797,D012507,Q193894,Q193894,Q193894
825,L-Pyr-L-Glu-L-Gln-L-Leu-L-Glu-L-Arg-L-Ala-L-Leu-L-Asn-L-Ser-L-Ser,EU/3/16/1721,Prevention of graft loss in pancreatic islet transplantation,Araim Pharma Europe Ltd,29/08/2016,,Q5150955,graft loss in pancreatic islet transplantation,,,,,,,
826,L-selenomethionine,EU/3/16/1782,Treatment of facioscapulohumeral muscular dystrophy,Université de Montpellier,18/11/2016,,Q415925,facioscapulohumeral muscular dystrophy,http://purl.obolibrary.org/obo/DOID_11727,,http://www.orpha.net/ORDO/Orphanet_269,D020391,Q1399182,,Q1399182
827,"L-threo-3,4-dihydroxyphenylserine",EU/3/07/465,Treatment of orthostatic hypotension in patients with pure autonomic failure,H. Lundbeck A/S,02/08/2007,,Q27088845,orthostatic hypotension in patients with pure autonomic failure,,,,,,,
828,"L-threo-3,4-dihydroxyphenylserine",EU/3/07/466,Treatment of orthostatic hypotension in patients with multiple system atrophy,H. Lundbeck A/S,02/08/2007,,Q27088845,orthostatic hypotension in patients with multiple system atrophy,,,,,,,
829,Lurbinectedin,EU/3/12/1053,Treatment of ovarian cancer,Pharma Mar S.A.,10/10/2012,,Q27254568,ovarian cancer,http://purl.obolibrary.org/obo/DOID_2394,,http://www.orpha.net/ORDO/Orphanet_213500,D010051,Q172341,,Q172341
830,Lutetium (177Lu) edotreotide,EU/3/14/1269,Treatment of gastro-entero-pancreatic neuroendocrine tumours,ITG Isotope Technologies Garching GmbH,04/06/2014,,,gastroenteropancreatic neuroendocrine tumors,,,,,,,
831,"Lutetium (177Lu)-N-[(4,7,10-Tricarboxymethyl-1,4,7,10-tetraazacyclododec-1-yl)acetyl]-D-phenylalanyl-L-cysteinyl-L-tyrosyl-D-tryptophanyl-L-lysyl-L-threoninyl-L-cysteinyl-L-threonine-cyclic(2-7)disulfide",EU/3/07/523,Treatment of gastro-entero-pancreatic neuroendocrine tumours,Advanced Accelerator Applications,31/01/2008,,Q407329,gastroenteropancreatic neuroendocrine tumors,,,,,,,
832,"Lutetium-177(3+),S2,S7-cyclo[N-{4,7,10-tricarboxymethyl-1,4,7,10-tetraaza-cyclododecan-1-yl-acetyl}-4-chloro-L-phenylalanyl-D-cysteinyl-4-[(4S)-2,6-dioxo-1,3-diazinane-4-carboxamido]-L-phenylalanyl-4-(carbamoylamino)-D-phenylalanyl-L-lysyl-L-threonyl-L-cysteinyl-D-tyrosinamide]",EU/3/16/1754,Treatment of gastro-entero-pancreatic neuroendocrine tumours,Ipsen Pharma,14/10/2016,,,gastroenteropancreatic neuroendocrine tumors,,,,,,,
833,Macitentan,EU/3/09/707,Treatment of idiopathic pulmonary fibrosis,Actelion Registration Ltd,28/01/2010,,Q6724151,idiopathic pulmonary fibrosis,http://purl.obolibrary.org/obo/DOID_0050156,,http://www.orpha.net/ORDO/Orphanet_2032,D054990,Q2290446,,Q2290446
834,Macitentan,EU/3/11/909,Treatment of pulmonary arterial hypertension,Actelion Registration Ltd,27/09/2011,OpsumitEU/1/13/89327/12/2013,Q6724151,pulmonary arterial hypertension,,http://purl.obolibrary.org/obo/HP_0002092,http://www.orpha.net/ORDO/Orphanet_182090,,,,
835,Macromolecular conjugate of heparin sodium on a polymer backbone,EU/3/14/1332,Prevention of ischaemia reperfusion injury associated with solid organ transplantation,Corline Biomedical AB,22/08/2014,,,ischemia reperfusion injury associated with solid organ transplantation,,,,,,,
836,"(manganese, dichloro [(4aR, 13aR, 17aR, 21aR)-1, 2, 3, 4, 4a, 5, 6, 12, 13, 13a, 14, 15, 16, 17, 17a, 18, 19, 20, 21, 21°-eicosahydro-11, 7-nitrilo-7H-dibenzo[ b,h] [1,4,7,10] tetraazacycloheptadecine-?N5, ?N13, ?N18, ?N21, ?N22]-)",EU/3/07/522,Prevention of oral mucositis in head and neck cancer patients undergoing radiation therapy,Kinesys Consulting Ltd,31/01/2008,,,oral mucositis in head and neck cancer patients undergoing radiation therapy,,,,,,,
837,Mannitolum,EU/3/05/325,Treatment of cystic fibrosis,Pharmaxis Pharmaceuticals Limited,07/11/2005,BronchitolEU/1/12/76018/04/2012,Q407646,cystic fibrosis,http://purl.obolibrary.org/obo/DOID_1485,,http://www.orpha.net/ORDO/Orphanet_586,D003550,Q178194,,Q178194
838,Maribavir,EU/3/07/519,Prevention of cytomegalovirus (CMV) disease in patients with impaired cell mediated immunity deemed at risk,Shire Pharmaceuticals Ireland Limited,18/12/2007,,Q6762512,cytomegalovirus (cmv) disease in patients with impaired cell mediated immunity deemed at risk,,,,,,,
839,Maribavir,EU/3/13/1133,Treatment of cytomegalovirus disease in patients with impaired cell mediated immunity,Shire Pharmaceuticals Ireland Limited,07/06/2013,,Q6762512,cytomegalovirus disease in patients with impaired cell mediated immunity,,,,,,,
840,Marizomib,EU/3/14/1295,Treatment of plasma cell myeloma,Richardson Associates Regulatory Affairs Ltd,29/07/2014,,Q7404722,plasma cell myeloma,http://purl.obolibrary.org/obo/DOID_9538,,http://www.orpha.net/ORDO/Orphanet_29073,D009101,Q467635,,Q467635
841,Masitinib mesilate,EU/3/09/684,Treatment of pancreatic cancer,AB Science S.A.,28/10/2009,,,pancreatic cancer,http://purl.obolibrary.org/obo/DOID_1793,http://purl.obolibrary.org/obo/HP_0002894,,D010190,Q212961,,Q212961
842,Masitinib mesilate,EU/3/16/1722,Treatment of amyotrophic lateral sclerosis,AB Science,29/08/2016,,,amyotrophic lateral sclerosis,http://purl.obolibrary.org/obo/DOID_332,http://purl.obolibrary.org/obo/HP_0007354,http://www.orpha.net/ORDO/Orphanet_803,D000690,Q206901,Q21124521,Q206901
843,Mavoglurant,EU/3/12/1046,Treatment of fragile X syndrome,Novartis Europharm Limited,10/10/2012,,Q6589598,fragile x syndrome,http://purl.obolibrary.org/obo/DOID_14261,,http://www.orpha.net/ORDO/Orphanet_908,D005600,Q221472,Q221472,Q221472
844,Maytansinoid-conjugated human monoclonal antibody against mesothelin,EU/3/12/1073,Treatment of malignant mesothelioma,Bayer Pharma AG,06/12/2012,,,malignant mesothelioma,http://purl.obolibrary.org/obo/DOID_1790,http://purl.obolibrary.org/obo/HP_0100001,,,Q1077603,,
845,Mazindol,EU/3/15/1444,Treatment of narcolepsy,HAC Pharma,12/02/2015,,Q255680,narcolepsy,http://purl.obolibrary.org/obo/DOID_8986,http://purl.obolibrary.org/obo/HP_0030050,,D009290,Q189561,,Q189561
846,Mazindol,EU/3/15/1547,Treatment of narcolepsy,NeuroLifeSciences,09/10/2015,,Q255680,narcolepsy,http://purl.obolibrary.org/obo/DOID_8986,http://purl.obolibrary.org/obo/HP_0030050,,D009290,Q189561,,Q189561
847,Mecasermin,EU/3/05/307,Treatment of primary growth hormone insensitivity syndrome,Ipsen Pharma,26/08/2005,,Q6804390,primary growth hormone insensitivity syndrome,,,,,,,
848,Mecasermin,EU/3/06/373,Treatment of primary insulin-like growth factor-1 deficiency due to molecular or genetic defects,Ipsen Pharma,22/05/2006,INCRELEXEU/1/07/40207/08/2007,Q6804390,primary insulinlike growth factor1 deficiency due to molecular or genetic defects,,,,,,,
849,Mecasermin rinfabate,EU/3/06/399,Prevention of retinopathy of prematurity in neonates of less than 32 weeks of gestational age,Premacure AB,28/08/2006,,Q6804390,retinopathy of prematurity in neonates of less than 32 weeks of gestational age,,,,,,,
850,Melarsoprol,EU/3/12/1068,Treatment of African trypanosomiasis,Pr. Peter Kennedy,08/11/2012,,Q419753,african trypanosomiasis,http://purl.obolibrary.org/obo/DOID_10112,,http://www.orpha.net/ORDO/Orphanet_3385,D014353,Q203133,,Q203133
851,Melatonin,EU/3/12/978,Treatment of perinatal asphyxia,Chiesi Farmaceutici S.P.A.,02/04/2012,,Q180912,perinatal asphyxia,,,,,,,
852,Melatonin,EU/3/16/1682,Treatment of necrotising enterocolitis,Therapicon Srl,01/08/2016,,Q180912,necrotising enterocolitis,,,,,,,
853,Melatonin,EU/3/16/1683,Treatment of neonatal sepsis,Therapicon Srl,27/06/2016,,Q180912,neonatal sepsis,,http://purl.obolibrary.org/obo/HP_0040187,,D000071074,,,
854,Melatonin,EU/3/16/1755,Treatment of Smith-Magenis syndrome,Therapicon Srl,14/10/2016,,Q180912,smithmagenis syndrome,http://purl.obolibrary.org/obo/DOID_0060768,,http://www.orpha.net/ORDO/Orphanet_819,D058496,Q2295338,,
855,Melphalan flufenamide,EU/3/15/1463,Treatment of plasma cell myeloma,Oncopeptides AB,19/03/2015,,Q27277739,plasma cell myeloma,http://purl.obolibrary.org/obo/DOID_9538,,http://www.orpha.net/ORDO/Orphanet_29073,D009101,Q467635,,Q467635
856,Mepolizumab,EU/3/04/213,Treatment of hypereosinophilic syndrome,Glaxo Group Ltd,29/07/2004,,Q3306175,hypereosinophilic syndrome,,,http://www.orpha.net/ORDO/Orphanet_168956,D017681,,,Q2551272
857,Mepolizumab,EU/3/13/1116,Treatment of Churg-Strauss Syndrome,Glaxo Group Ltd,12/03/2013,,Q3306175,churgstrauss syndrome,http://purl.obolibrary.org/obo/DOID_3049,,http://www.orpha.net/ORDO/Orphanet_183,D015267,Q32811,,Q32811
858,Mercaptopurine (oral liquid),EU/3/07/496,Treatment of acute lymphoblastic leukaemia,Orbona Pharma Ltd,22/10/2007,,,acute lymphoblastic leukemia,http://purl.obolibrary.org/obo/DOID_9952,http://purl.obolibrary.org/obo/HP_0006721,http://www.orpha.net/ORDO/Orphanet_513,D054198,Q180664,Q180664,Q6708277
859,Mercaptopurine (oral suspension),EU/3/09/628,Treatment of acute lymphoblastic leukaemia,Nova Laboratories Limited,30/04/2009,XaluprineEU/1/11/72713/03/2012,,acute lymphoblastic leukemia,http://purl.obolibrary.org/obo/DOID_9952,http://purl.obolibrary.org/obo/HP_0006721,http://www.orpha.net/ORDO/Orphanet_513,D054198,Q180664,Q180664,Q6708277
860,Metastable technetium 99 [99mTc] demogastrin 2,EU/3/06/400,Diagnosis of medullary thyroid carcinoma,Biomedica Life Sciences SA,28/08/2006,,,medullary thyroid carcinoma,http://purl.obolibrary.org/obo/DOID_3973,http://purl.obolibrary.org/obo/HP_0002865,http://www.orpha.net/ORDO/Orphanet_1332,,Q3493538,,
861,Metformin,EU/3/16/1803,Treatment of progressive myoclonic epilepsy type 2 (Lafora disease),Centro de Investigación Biomédica en Red (CIBER),12/12/2016,,Q19484,progressive myoclonic epilepsy type 2 (lafora disease),,,,,,,
862,Methotrexate,EU/3/16/1723,Treatment of alkaptonuria,aimAKU (Associazione Italiana Malati di Alcaptonuria),29/08/2016,,Q422232,alkaptonuria,http://purl.obolibrary.org/obo/DOID_9270,,http://www.orpha.net/ORDO/Orphanet_56,D000474,Q651680,Q651680,Q651680
863,Methotrexate (oral liquid),EU/3/07/495,Treatment of acute lymphoblastic leukaemia,Orbona Pharma Ltd,24/10/2007,,,acute lymphoblastic leukemia,http://purl.obolibrary.org/obo/DOID_9952,http://purl.obolibrary.org/obo/HP_0006721,http://www.orpha.net/ORDO/Orphanet_513,D054198,Q180664,Q180664,Q6708277
864,Methoxsalen,EU/3/06/374,Treatment of Graft-versus-Host disease,Therakos (UK) Limited,22/05/2006,,Q408570,graftversushost disease,,,,D006086,,,Q1194520
865,"Methyl 3-((2R)-2-hydroxy-4-(((((S)-1-methoxy-1-oxopropan-2-yl) amino)(phenoxy)phosphoryl)oxy)-3,3-dimethylbutanamido)propanoate",EU/3/16/1612,Treatment of pantothenate-kinase-associated neurodegeneration,Retrophin Europe Limited,17/02/2016,,,pantothenatekinaseassociated neurodegeneration,,,,,,,
866,"Methyl 4,6-diamino-2-[1-(2-fluorobenzyl)-1H-pyrazolo[3,4-b]pyridine-3-yl]-5-pyrimidinyl(methyl)carbamate",EU/3/07/518,Treatment of pulmonary arterial hypertension including treatment of chronic thromboembolic pulmonary hypertension,Bayer Pharma AG,20/12/2007,AdempasEU/1/13/90731/03/2014,Q27270515,pulmonary arterial hypertension including treatment of chronic thromboembolic pulmonary hypertension,,,,,,,
867,"Methyl O-4-O-[2-[2-[2-[2-[[N-[(1R)-1-[[4-(aminoiminomethyl)phenyl]methyl]-2-oxo-2-(1-piperidinyl)ethyl]-N2-[(4-methoxy-2,3,6-trimethylphenyl)sulfonyl]-L-a-asparaginyl-4-aminobutanoyl-N6-[5-[(3aS,4S,6aR)-hexahydro-2-oxo-1H-thieno[3,4-d]imidazol-4-yl]-1-oxopentyl]-L-lysyl]amino]ethoxy]ethoxy]ethoxy]ethyl]-2,3-di-O-methyl-6-O-sulfo-a-D-glucopyranosyl-(1->4)-O-2,3-di-O-methyl-ß-D-glucopyranuronosyl-(1->4)-O-2,3,6-tri-O-sulfo-a-D-glucopyranosyl-(1->4)-O-2,3-di-O-methyl-a-L-idopyranuronosyl-(1->4)-3-O-methyl-a-D-glucopyranoside 2,6-bis(hydrogen sulfate) octasodium salt",EU/3/11/884,Prevention of ischaemia/reperfusion injury associated with solid organ transplantation,Endotis Pharma,05/08/2011,,,ischemia/reperfusion injury associated with solid organ transplantation,,,,,,,
868,Methylthioninium,EU/3/10/804,Treatment of progressive supranuclear palsy,TauRx Therapeutics Europe Ltd,26/11/2010,,,progressive supranuclear palsy,http://purl.obolibrary.org/obo/DOID_678,,http://www.orpha.net/ORDO/Orphanet_683,D013494,Q945930,Q945930,Q945930
869,Methylthioninium,EU/3/10/805,Treatment of behavioural variant frontotemporal dementia,TauRx Therapeutics Europe Ltd,26/11/2010,,,behavioral variant frontotemporal dementia,,,,,,,
870,Methylthioninium,EU/3/10/806,Treatment of progressive non-fluent aphasia,TauRx Therapeutics Europe Ltd,26/11/2010,,,progressive nonfluent aphasia,,,http://www.orpha.net/ORDO/Orphanet_100070,D057178,,,
871,Methylthioninium,EU/3/10/807,Treatment of frontotemporal dementia with parkinsonism-17,TauRx Therapeutics Europe Ltd,26/11/2010,,,frontotemporal dementia with parkinsonism17,,,,D057180,,,
872,Metreleptin,EU/3/12/1022,Treatment of Familial Partial Lipodystrophy,Aegerion Pharmaceuticals Limited,17/07/2012,,,familial partial lipodystrophy,http://purl.obolibrary.org/obo/DOID_0050440,,http://www.orpha.net/ORDO/Orphanet_98306,D052496,Q5432945,Q5432945,Q5432945
873,Metreleptin,EU/3/12/1023,Treatment of Barraquer-Simons syndrome,Aegerion Pharmaceuticals Limited,17/07/2012,,,barraquersimons syndrome,,,http://www.orpha.net/ORDO/Orphanet_79087,,,Q4863247,
874,Metreleptin,EU/3/12/1024,Treatment of Lawrence syndrome,Aegerion Pharmaceuticals Limited,17/07/2012,,,lawrence syndrome,,,http://www.orpha.net/ORDO/Orphanet_79086,,,,
